name,xPos,xposName,Match type,access,latest,owner,statisticalSector,questionnaire,geographicCoverage,sampleSize,disaggregationAge,disaggregationLocation,sourceType,url
Husband drinks alcohol? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Husband has other wives? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Husband justified in beating wife? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 8: HUSBAND'S BACKGROUND AND WOMAN'S WORK,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Assets ownership ,3,Data Series,Broad Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Been forced to have sexual intercouse in last 12 months ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Highest school grade completed 8,3,Data Series,Broad Match,,,,,,,,,,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever experienced sideeffects of family planning ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Covered by health insurance? ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 10: OTHER HEALTH ISSUES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Current family planning method sources ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Movement away from home for more than a night ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 1: BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Name of drugs that were taken ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Name of malaria drugs taken ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Makes decisions about visits to family ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 8: HUSBAND'S BACKGROUND AND WOMAN'S WORK,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Afraid of partner? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age at first sexual intercourse ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 4: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age of sexual partner ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 4: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age when first started living with wife ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 4: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Been physically hurt by anyone since age 19,3,Data Series,Broad Match,,,,,,,,,,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Currently married or co-habiting ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 4: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Currently smoke cigarettes? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 8: OTHER HEALTH ISSUES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever attended school ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 1: BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been beaten by husband? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been circumcised ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been physically abused by previous partner? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been physically abused while you were pregnant? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been physically assulted by partner? ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been tested for HIV/ AIDS ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever sought for help after forced sexual activity ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever sought help for violence? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever told anyone about forced sexual activity ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Experienced urine or stool leaks ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Facility that provided sterilisation ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Family member that's HIV positive would be kept secret ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Family planning methods being used ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 3: CONTRACEPTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of insults ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of physical assault ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Frequency of violence by other person ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
From whom help was sought ,3,Data Series,Close Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Fuel for cooking ,3,Data Series,Close Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Given any of these drinks? ,3,Data Series,Close Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Given injection to prevent baby from getting tetanus? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Given or bought orin tablets/syrup? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Got a disease through sexual contact? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
How often respondent reads newspapers ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 1: RESPONDENT'S BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
How often respondent watches TV ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 1: RESPONDENT'S BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
How often wife drinks ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
How stool was disposed ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Information about AIDS given during antenatal visits ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Is child alive? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Is circumcised? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 8: OTHER HEALTH ISSUES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Length of non-live birth pregnancy ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Length of the pregnancy ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Length of the pregnancy when it ended ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Livestock ownership ,3,Data Series,Broad Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Marital satatus ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Mosquito nets ownership ,3,Data Series,Broad Match,,,,,HOUSEHOLD QUESTIONNAIRE; HOUSEHOLD CHARACTERISTICS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of times tetanus injection was given? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of times tetanus injection was received before pregnancy? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Number of times the malaria drugs were takken ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 4: PREGNANCY AND POST-NATAL CARE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age at last birthday ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 1: RESPONDENT'S BACKGROUND,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age at which was forced to have sexual intercourse ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age when first started living with wife ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 4: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age when was first forced to have intercoursse? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Any other person that forced respondent to have sexual intercourse ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been forced to have sexual intercourse? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been married? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been physically abused by previous partner? ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever told anyone about forced sexual activity ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever told anyone about these assaults ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had an STD in last 12 months? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had fever in last 2 weeks ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had injection in past 12 months? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 8: OTHER HEALTH ISSUES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had vaccinations that are not recorded? ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Has children living with ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Having one partner reduces chances of getting AIDS ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Having one partner reduces chances of getting AIDS? ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard of female circumcision ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Heard of ORS ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Marital satatus ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Owns house? ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 6: EMPLOYMENT AND GENDER ROLES,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age at which was forced to have sexual intercourse ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 11: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age of respondent when first child was born ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 2: REPRODUCTION,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age of siblings when they died ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 12: MATERNAL MORTALITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Age when first had intercourse ,3,Data Series,Broad Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Been physically hurt by anyone since age 15 ,3,Data Series,Broad Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Been tested for HIV virus? ,3,Data Series,Close Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 9: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Blood in stool? ,3,Data Series,Broad Match,,,,,"WOMEN'S QUESTIONNAIRE; SECTION 5: CHILD IMMUNISATION, HEALTH AND NUTRITUION",,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been forced to have sexual intercourse? ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 9: DOMESTIC VIOLENCE,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Ever been married? ,3,Data Series,Exact Match,,,,,WOMEN'S QUESTIONNAIRE; SECTION 6: MARRIAGE AND SEXUAL ACTIVITY,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
Had an STD in last 12 months? ,3,Data Series,Exact Match,,,,,MEN'S QUESTIONNAIRE; SECTION 7: HIV/ AIDS,,,Actual,1st level admin area,,http://www.ubos.org/publications/health/ ; http://catalog.ihsn.org/index.php/catalog/2965 ;  http://microdata.worldbank.org/index.php/catalog/1538
